startMs,endMs,durationMs,initialBeforeHeroFrameNetworkComplete,firstParty,thirdPartyPlayer,kind,type,status,failed,encodedDataLength,contentEncoding,host,path,url
0,43.18200005218387,43.18200005218387,true,true,false,document,Document,200,false,9573,gzip,127.0.0.1,/,http://127.0.0.1:3003/
51.92100000567734,74.40699997823685,22.48599997255951,true,true,false,font,Font,200,false,44761,gzip,127.0.0.1,/_next/static/media/NHaasGroteskDSPro_15UltTh-s.p.0k2d1a4~.9q5m.otf,http://127.0.0.1:3003/_next/static/media/NHaasGroteskDSPro_15UltTh-s.p.0k2d1a4~.9q5m.otf
52.245000028051436,74.89400007762015,22.649000049568713,true,true,false,font,Font,200,false,48009,gzip,127.0.0.1,/_next/static/media/NHaasGroteskDSPro_55Rg-s.p.0wh09ypcjhslc.otf,http://127.0.0.1:3003/_next/static/media/NHaasGroteskDSPro_55Rg-s.p.0wh09ypcjhslc.otf
52.32999997679144,74.6760000474751,22.346000070683658,true,true,false,font,Font,200,false,51125,gzip,127.0.0.1,/_next/static/media/NHaasGroteskDSPro_65Md-s.p.14db.iergt6m7.otf,http://127.0.0.1:3003/_next/static/media/NHaasGroteskDSPro_65Md-s.p.14db.iergt6m7.otf
52.411000011488795,75.31500002369285,22.90400001220405,true,true,false,font,Font,200,false,53588,gzip,127.0.0.1,/_next/static/media/NHaasGroteskDSPro_66MdIt-s.p.01wj.~b~s0.ax.otf,http://127.0.0.1:3003/_next/static/media/NHaasGroteskDSPro_66MdIt-s.p.01wj.~b~s0.ax.otf
52.48600000049919,84.20100004877895,31.715000048279762,true,true,false,font,Font,200,false,43789,gzip,127.0.0.1,/_next/static/media/NHaasGroteskDSPro_75Bd-s.p.0tl977opv09pn.otf,http://127.0.0.1:3003/_next/static/media/NHaasGroteskDSPro_75Bd-s.p.0tl977opv09pn.otf
52.546999999322,88.65799999330193,36.11099999397993,true,true,false,font,Font,200,false,49368,gzip,127.0.0.1,/_next/static/media/NHaasGroteskDSPro_76BdIt-s.p.0h1pfdt4nvlpz.otf,http://127.0.0.1:3003/_next/static/media/NHaasGroteskDSPro_76BdIt-s.p.0h1pfdt4nvlpz.otf
52.604999975301325,88.05600006598979,35.45100009068847,true,true,false,font,Font,200,false,50034,gzip,127.0.0.1,/_next/static/media/NHaasGroteskDSPro_95Blk-s.p.03tg856umt.7n.otf,http://127.0.0.1:3003/_next/static/media/NHaasGroteskDSPro_95Blk-s.p.03tg856umt.7n.otf
52.67000000458211,88.31800008192658,35.64800007734448,true,true,false,font,Font,200,false,52989,gzip,127.0.0.1,/_next/static/media/NHaasGroteskDSPro_96BlkIt-s.p.10e6_myld.4hw.otf,http://127.0.0.1:3003/_next/static/media/NHaasGroteskDSPro_96BlkIt-s.p.10e6_myld.4hw.otf
52.755000069737434,88.95600005052984,36.2009999807924,true,true,false,image,Image,200,false,2167,,127.0.0.1,/images/solbo-profile.jpg,http://127.0.0.1:3003/images/solbo-profile.jpg
52.81500006094575,93.4650000417605,40.649999980814755,true,true,false,image,Image,200,false,661,,127.0.0.1,/images/spotify.svg,http://127.0.0.1:3003/images/spotify.svg
52.875000052154064,94.05199997127056,41.1769999191165,true,true,false,image,Image,200,false,637,,127.0.0.1,/images/soundcloud.svg,http://127.0.0.1:3003/images/soundcloud.svg
52.93800006620586,102.35699999611825,49.41899992991239,true,true,false,image,Image,200,false,1024,,127.0.0.1,/images/insta.svg,http://127.0.0.1:3003/images/insta.svg
52.9940000269562,101.69600008521229,48.70200005825609,true,true,false,image,Image,200,false,1062,,127.0.0.1,/images/tiktok.svg,http://127.0.0.1:3003/images/tiktok.svg
53.047000081278384,102.03900001943111,48.99199993815273,true,true,false,image,Image,200,false,491,,127.0.0.1,/images/facebook.svg,http://127.0.0.1:3003/images/facebook.svg
53.09900001157075,109.47700007818639,56.37800006661564,true,true,false,image,Image,200,false,460672,,127.0.0.1,/images/mecca-solbo.png,http://127.0.0.1:3003/images/mecca-solbo.png
53.16000001039356,119.69900003168732,66.53900002129376,true,true,false,image,Image,200,false,620474,,127.0.0.1,/images/threshold-artwork.png,http://127.0.0.1:3003/images/threshold-artwork.png
53.238000022247434,124.19200001750141,70.95399999525398,true,true,false,image,Image,200,false,661593,,127.0.0.1,/images/periphery-artwork.png,http://127.0.0.1:3003/images/periphery-artwork.png
53.28900006134063,115.14200002420694,61.852999962866306,true,true,false,image,Image,200,false,60352,,127.0.0.1,/images/Horizontal1.webp,http://127.0.0.1:3003/images/Horizontal1.webp
53.36000001989305,78.1369999749586,24.77699995506555,true,true,false,css,Stylesheet,200,false,9175,gzip,127.0.0.1,/_next/static/chunks/03mujrwo56_z4.css,http://127.0.0.1:3003/_next/static/chunks/03mujrwo56_z4.css
53.44500008504838,117.86300002131611,64.41799993626773,true,true,false,js,Script,200,false,7799,gzip,127.0.0.1,/_next/static/chunks/0g~hl-45~ossc.js,http://127.0.0.1:3003/_next/static/chunks/0g~hl-45~ossc.js
53.52000007405877,124.66400000266731,71.14399992860854,true,true,false,js,Script,200,false,49373,gzip,127.0.0.1,/_next/static/chunks/0~rnrpz-e-o0m.js,http://127.0.0.1:3003/_next/static/chunks/0~rnrpz-e-o0m.js
53.57900005765259,132.5809999834746,79.00199992582202,true,true,false,js,Script,200,false,71452,gzip,127.0.0.1,/_next/static/chunks/0bogtdbh.dcu1.js,http://127.0.0.1:3003/_next/static/chunks/0bogtdbh.dcu1.js
53.63600002601743,129.22200001776218,75.58599999174476,true,true,false,js,Script,200,false,4528,gzip,127.0.0.1,/_next/static/chunks/turbopack-0rhgtzkch5_0-.js,http://127.0.0.1:3003/_next/static/chunks/turbopack-0rhgtzkch5_0-.js
53.72399999760091,130.15800004359335,76.43400004599243,true,true,false,js,Script,200,false,5662,gzip,127.0.0.1,/_next/static/chunks/0~6xdm7a1q~qu.js,http://127.0.0.1:3003/_next/static/chunks/0~6xdm7a1q~qu.js
53.859999985434115,132.9660000046715,79.1060000192374,true,true,false,js,Script,200,false,44284,gzip,127.0.0.1,/_next/static/chunks/0-xgumuv0digd.js,http://127.0.0.1:3003/_next/static/chunks/0-xgumuv0digd.js
53.93499997444451,136.3090000813827,82.37400010693818,true,true,false,js,Script,200,false,14225,gzip,127.0.0.1,/_next/static/chunks/0dbhjjzl8qfwv.js,http://127.0.0.1:3003/_next/static/chunks/0dbhjjzl8qfwv.js
54.00300002656877,133.564000017941,79.56099999137223,true,true,false,js,Script,200,false,663,,127.0.0.1,/_next/static/chunks/0_qlz2ly.~~r1.js,http://127.0.0.1:3003/_next/static/chunks/0_qlz2ly.~~r1.js
54.06200001016259,140.76400001067668,86.70200000051409,true,true,false,js,Script,200,false,62469,gzip,127.0.0.1,/_next/static/chunks/09-_w17ed-0.h.js,http://127.0.0.1:3003/_next/static/chunks/09-_w17ed-0.h.js
87.56000001449138,87.63700001873076,0.07700000423938036,true,false,false,image,Image,200,false,0,,,"image/svg+xml,%3Csvg viewBox='0 0 256 256' xmlns='http://www.w3.org/2000/svg'%3E%3Cfilter id='n'%3E%3CfeTurbulence type='fractalNoise' baseFrequency='0.85' numOctaves='4' stitchTiles='stitch'/%3E%3C/filter%3E%3Crect width='100%25' height='100%25' filter='url(%23n)'/%3E%3C/svg%3E","data:image/svg+xml,%3Csvg viewBox='0 0 256 256' xmlns='http://www.w3.org/2000/svg'%3E%3Cfilter id='n'%3E%3CfeTurbulence type='fractalNoise' baseFrequency='0.85' numOctaves='4' stitchTiles='stitch'/%3E%3C/filter%3E%3Crect width='100%25' height='100%25' filter='url(%23n)'/%3E%3C/svg%3E"
317.83199997153133,326.6010000370443,8.769000065512955,true,true,false,image,Other,200,false,26262,,127.0.0.1,/favicon.ico,http://127.0.0.1:3003/favicon.ico?favicon.0x3dzn~oxb6tn.ico
343.4879999840632,356.794000021182,13.306000037118793,true,true,false,data,Fetch,200,false,887,,127.0.0.1,/api/releases,http://127.0.0.1:3003/api/releases
344.41500005777925,358.072999981232,13.657999923452735,true,true,false,data,Fetch,200,false,873,,127.0.0.1,/api/shows,http://127.0.0.1:3003/api/shows
349.9940000474453,366.02299998048693,16.028999933041632,true,true,false,image,Image,200,false,108402,,127.0.0.1,/frames-mobile/frame_0001.jpg,http://127.0.0.1:3003/frames-mobile/frame_0001.jpg
350.12499999720603,366.3030000170693,16.178000019863248,true,true,false,image,Image,200,false,109063,,127.0.0.1,/frames-mobile/frame_0002.jpg,http://127.0.0.1:3003/frames-mobile/frame_0002.jpg
350.21000006236136,366.5760000003502,16.365999937988818,true,true,false,image,Image,200,false,98422,,127.0.0.1,/frames-mobile/frame_0003.jpg,http://127.0.0.1:3003/frames-mobile/frame_0003.jpg
350.2800000132993,366.45299999509007,16.17299998179078,true,true,false,image,Image,200,false,96523,,127.0.0.1,/frames-mobile/frame_0004.jpg,http://127.0.0.1:3003/frames-mobile/frame_0004.jpg
350.35000008065253,377.297000028193,26.946999947540462,true,true,false,image,Image,200,false,94233,,127.0.0.1,/frames-mobile/frame_0005.jpg,http://127.0.0.1:3003/frames-mobile/frame_0005.jpg
350.4119999706745,377.4870000779629,27.07500010728836,true,true,false,image,Image,200,false,93335,,127.0.0.1,/frames-mobile/frame_0006.jpg,http://127.0.0.1:3003/frames-mobile/frame_0006.jpg
350.4800000227988,411.07200004626065,60.59200002346188,true,true,false,image,Image,200,false,92573,,127.0.0.1,/frames-mobile/frame_0007.jpg,http://127.0.0.1:3003/frames-mobile/frame_0007.jpg
350.5390000063926,401.07100002933294,50.53200002294034,true,true,false,image,Image,200,false,92145,,127.0.0.1,/frames-mobile/frame_0008.jpg,http://127.0.0.1:3003/frames-mobile/frame_0008.jpg
350.5979999899864,404.4520000461489,53.85400005616248,true,true,false,image,Image,200,false,91992,,127.0.0.1,/frames-mobile/frame_0009.jpg,http://127.0.0.1:3003/frames-mobile/frame_0009.jpg
350.6640000268817,404.9580000573769,54.294000030495226,true,true,false,image,Image,200,false,91675,,127.0.0.1,/frames-mobile/frame_0010.jpg,http://127.0.0.1:3003/frames-mobile/frame_0010.jpg
350.73000006377697,418.37099997792393,67.64099991414696,true,true,false,image,Image,200,false,92411,,127.0.0.1,/frames-mobile/frame_0011.jpg,http://127.0.0.1:3003/frames-mobile/frame_0011.jpg
350.7880000397563,418.5699999798089,67.78199994005263,true,true,false,image,Image,200,false,93421,,127.0.0.1,/frames-mobile/frame_0012.jpg,http://127.0.0.1:3003/frames-mobile/frame_0012.jpg
350.85699998307973,427.81300004571676,76.95600006263703,true,true,false,image,Image,200,false,94279,,127.0.0.1,/frames-mobile/frame_0013.jpg,http://127.0.0.1:3003/frames-mobile/frame_0013.jpg
